,OBJECTID *,address,zip,lat,long,neighborhood,status,NTA2020,NTAName,NTAAbbrev,CDTA2020,CDTAName,NTAType
1060,1061,"256 west 93rd st apt ph new york, ny 10025 10025",10025,40.792825,-73.974027,Upper West Side,Inconclusive,MN0702,Upper West Side (Central),UWS_C,MN07,MN07 Upper West Side (CD 7 Approximation),0
1061,1062,"33-14 23rd st apt 1 astoria, ny 11106 11106",11106,40.763617,-73.931224,Northwest Queens,No Claim,QN0105,Queensbridge-Ravenswood-Dutch Kills,Qnsbrdg,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1062,1063,"2120 daly avenue, bronx, ny, 10460 10460",10460,40.845034,-73.881188,Central Bronx,Inconclusive,BX0601,West Farms,WstFrms,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),0
1063,1064,"796 sterling place apt 2l, brooklyn, ny, 11216 11216",11216,40.672335,-73.952278,Central Brooklyn,Inconclusive,BK0802,Crown Heights (North),CrwnHts_N,BK08,BK08 Crown Heights (North) (CD 8 Approximation),0
1064,1065,"495 west end avenue apt 4p, ny 10024 10024",10024,40.787544,-73.979192,Upper West Side,No Claim,MN0702,Upper West Side (Central),UWS_C,MN07,MN07 Upper West Side (CD 7 Approximation),0
1065,1066,"320 east 85th street, new york, ny 10028 10028",10028,40.77672,-73.951481,Upper East Side,Inconclusive,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
1066,1067,"717 avenue c  brooklyn, ny 11218 11218",11218,40.641272,-73.97164,Borough Park,No Claim,BK1203,Kensington,Knsngtn,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),0
1067,1068,"20a fayette street  brooklyn, ny 11206 11206",11206,40.700318,-73.939721,Bushwick and Williamsburg,Inconclusive,BK0401,Bushwick (West),Bshwck_W,BK04,BK04 Bushwick (CD 4 Equivalent),0
1068,1069,"1916 prospect place  brooklyn, ny 11233 11233",11233,40.672124,-73.912887,Central Brooklyn,No Claim,BK1601,Ocean Hill,OcnHl,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),0
1069,1070,"5123 clarendon road  brooklyn, ny 11203 11203",11203,40.644796,-73.92783,Flatbush,No Claim,BK1703,East Flatbush-Rugby,EFb_Rgby,BK17,BK17 East Flatbush (CD 17 Approximation),0
1070,1071,"76-26 113rd st, forest hills, ny 11375 11375",11375,40.717242,-73.833682,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
1071,1072,"43-34 49th street, sunnyside, ny 11104 11104",11104,40.743597,-73.916004,Northwest Queens,Inconclusive,QN0202,Sunnyside,Snnysd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),0
1072,1073,"200 east 17th street  brooklyn, ny 11226 11226",11226,40.645654,-73.963627,Flatbush,Inconclusive,BK1401,Flatbush,Fltbsh,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
1073,1074,"470 lenox ave apt 15j, new york, ny 10037 10037",10037,40.812675,-73.940976,Central Harlem,No Claim,MN1002,Harlem (North),Hrlm_N,MN10,MN10 Harlem (CD 10 Equivalent),0
1074,1075,"535 e 78th st apt 4gv, new york, ny 10075 10075",10075,40.769994,-73.948928,Upper East Side,Inconclusive,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
1075,1076,"313 e 93rd st, new york, ny 10128 10128",10128,40.782137,-73.947532,Upper East Side,Inconclusive,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
1076,1077,"2751 homecrest avenue #3m brooklyn, ny ",11235,40.584289,-73.956164,Southern Brooklyn,Inconclusive,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,ShpshdBy,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),0
1077,1078,"47 delancey street, new york, ny, 10002 10002",10002,40.719399,-73.991765,Lower East Side,No Claim,MN0302,Lower East Side,LES,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),0
1078,1079,"58-13 68 road apt 2 ridgewood, ny 11385 11385",11385,40.703114,-73.901724,West Central Queens,No Claim,QN0502,Ridgewood,Rdgwd,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
1079,1080,"98 thayer street, new york, ny, 10040 10040",10040,40.864351,-73.927929,Inwood and Washington Heights,No Claim,MN1202,Washington Heights (North),WshHts_N,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1080,1081,"44-15 34th ave apt 3m, astoria, ny 11103 11103",11103,40.755077,-73.916921,Northwest Queens,No Claim,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1081,1082,"34-50 28th st apt 1g astoria, ny 11106 11106",11106,40.759538,-73.930943,Northwest Queens,No Claim,QN0105,Queensbridge-Ravenswood-Dutch Kills,Qnsbrdg,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1082,1083,"1365 saint nicholas avenue, new york, ny, 10033 10033",10033,40.847933,-73.935112,Inwood and Washington Heights,Inconclusive,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1083,1084,"1640 ocean pkwy, brooklyn, ny 11223 11223",11223,40.608501,-73.968632,Southern Brooklyn,No Claim,BK1501,Gravesend (East)-Homecrest,Grvsnd_E,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),0
1084,1085,"161 east 88th street, new york, ny, 10128 10128",10128,40.780523,-73.953598,Upper East Side,TBD,MN0802,Upper East Side-Carnegie Hill,UES_CrngHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
1085,1086,"40-11 25th ave apt 14 astoria, ny 11103 11103",11103,40.76784,-73.911005,Northwest Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1086,1087,"28-26 44th st apt a7 astoria, ny 11103 11103",11103,40.763393,-73.911251,Northwest Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1087,1088,"420 64th st apt 6e, brooklyn, ny 11220 11220",11220,40.637929,-74.020143,Sunset Park,TBD,BK0703,Sunset Park (Central),SnstPk_C,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),0
1088,1089,"28-08 47th st apt 2b astoria, ny 11103 11103",11103,40.762697,-73.908527,Northwest Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1089,1090,"41-41 43rd st apt d14 sunnyside, ny 11104 11104",11104,40.74689,-73.92079,Northwest Queens,Inconclusive,QN0202,Sunnyside,Snnysd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),0
1090,1091,"90 arden st apt 3h, new york, ny 10040 10040",10040,40.863746,-73.928438,Inwood and Washington Heights,Inconclusive,MN1202,Washington Heights (North),WshHts_N,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1091,1092,"1733 ocean ave apt 8, brooklyn, ny 11230 11230",11230,40.619795,-73.954887,Borough Park,No Claim,BK1403,Midwood,Mdwd,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
1092,1093,"26-61 30th street  queens, ny 11102 11102",11102,40.768851,-73.920402,Northwest Queens,TBD,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1093,1094,"153-30 89th avenue  queens,  ny 11432 11432",11432,40.705399,-73.802423,Jamaica,No Claim,QN1201,Jamaica,Jmca,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),0
1094,1095,"110-48 72nd avenue  queens, ny 11375 11375",11375,40.721256,-73.839139,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
1095,1096,"119-20 metropolitan ave apt 4p kew gardens, ny 11415 11415",11415,40.705839,-73.83126,Southwest Queens,Inconclusive,QN0901,Kew Gardens,KwGrdns,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),0
1096,1097,"1353 brooklyn avenue, brooklyn, ny, 11203 11203",11203,40.640257,-73.942389,Flatbush,No Claim,BK1702,East Flatbush-Farragut,EFb_Frrgt,BK17,BK17 East Flatbush (CD 17 Approximation),0
1097,1098,"7 navy pier ct, staten island, ny 10304  10304",10304,40.626342,-74.073117,Stapleton and St. George,No Claim,SI0103,Rosebank-Shore Acres-Park Hill,Rsbnk_PkHl,SI01,SI01 North Shore (CD 1 Equivalent),0
1098,1099,"553 58th street, brooklyn, ny, 11220 11220",11220,40.639989,-74.013502,Sunset Park,No Claim,BK0703,Sunset Park (Central),SnstPk_C,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),0
1099,1100,"512 east 52nd st apt 2a new york, ny 10028 10028",10028,40.647967,-73.928319,Upper East Side,No Claim,BK1703,East Flatbush-Rugby,EFb_Rgby,BK17,BK17 East Flatbush (CD 17 Approximation),0
1100,1101,"39 troutman street, brooklyn, ny, 11206 11206",11206,40.698348,-73.932396,Bushwick and Williamsburg,Pending,BK0401,Bushwick (West),Bshwck_W,BK04,BK04 Bushwick (CD 4 Equivalent),0
1101,1102,"276 seventh avenue, brooklyn, ny, 11215 11215",11215,40.668692,-73.980446,Northwest Brooklyn,No Claim,BK0602,Park Slope,PkSlp,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),0
1102,1103,"170 east 108th st apt 4 new york, ny 10029 10029",10029,40.793058,-73.944608,East Harlem,Inconclusive,MN1101,East Harlem (South),EstHrlm_S,MN11,MN11 East Harlem (CD 11 Equivalent),0
1103,1104,"639 foster avenue apt 501, brooklyn, ny, 11230
 11230",11230,40.630837,-73.970319,Borough Park,Inconclusive,BK1402,Flatbush (West)-Ditmas Park-Parkville,Fltbsh_W,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
1104,1105,"893 saint john's place, brooklyn, ny, 11216 11216",11216,40.671593,-73.950562,Central Brooklyn,Inconclusive,BK0802,Crown Heights (North),CrwnHts_N,BK08,BK08 Crown Heights (North) (CD 8 Approximation),0
1105,1106,"335 west 19th st apt d5 new york, ny 10011 10011",10011,40.743647,-74.001576,Chelsea and Clinton,Inconclusive,MN0401,Chelsea-Hudson Yards,Chls_HdsYd,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),0
1106,1107,"23-83 23rd st apt 1a astoria, ny 11105 11105",11105,40.776119,-73.919915,Northwest Queens,Inconclusive,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1107,1108,"31-47 38th st apt 2r astoria, ny 11103 11103",11103,40.760432,-73.918645,Northwest Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1108,1109,"375 pleasant ave apt 2f new york, ny 10035 10035",10035,40.797605,-73.931711,East Harlem,Inconclusive,MN1102,East Harlem (North),EstHrlm_N,MN11,MN11 East Harlem (CD 11 Equivalent),0
1109,1110,"732 saint mark's avenue, brooklyn, ny, 11216 11216",11216,40.674872,-73.948924,Central Brooklyn,Inconclusive,BK0802,Crown Heights (North),CrwnHts_N,BK08,BK08 Crown Heights (North) (CD 8 Approximation),0
1110,1111,"97 narrows rd n apt c, staten island, ny 10305  10305",10305,40.605705,-74.071612,Stapleton and St. George,Inconclusive,SI0103,Rosebank-Shore Acres-Park Hill,Rsbnk_PkHl,SI01,SI01 North Shore (CD 1 Equivalent),0
1111,1112,"40-67 hampton street, elmhurst, ny 11373 11373",11373,40.746227,-73.880702,West Queens,No Claim,QN0401,Elmhurst,Elmhrst,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),0
1112,1113,"43-18th 44th street, sunnyside, ny 11104  11104",11104,40.743228,-73.920581,Northwest Queens,No Claim,QN0202,Sunnyside,Snnysd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),0
1113,1114,"682 seneca avenue, ridgewood, ny 11385 11385",11385,40.702917,-73.908357,West Central Queens,No Claim,QN0502,Ridgewood,Rdgwd,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
1114,1115,"72-15 37th avenue, jackson heights, ny 11372 11372",11372,40.74903,-73.893283,West Queens,No Claim,QN0301,Jackson Heights,JcksnHts,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),0
1115,1116,"1351 brooklyn avenue apt 6a brooklyn, ny 11203 11203",11203,40.640338,-73.942493,Flatbush,No Claim,BK1702,East Flatbush-Farragut,EFb_Frrgt,BK17,BK17 East Flatbush (CD 17 Approximation),0
1116,1117,200 east 18th street apt 2f brooklyn ny 11226 11226,11226,40.646187,-73.962683,Flatbush,Inconclusive,BK1401,Flatbush,Fltbsh,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
1117,1118,"66-01 burns street, rego park, ny 11374  11374",11374,40.724105,-73.858171,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
1118,1119,"1983 west 11th street apt 8 brooklyn,ny 11223 11223",11223,40.598675,-73.982486,Southern Brooklyn,Inconclusive,BK1103,Gravesend (West),Grvsnd_W,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),0
1119,1120,"600 trinity avenue apt a8 bronx, ny ",10455,40.814097,-73.909482,Hunts Point and Mott Haven,Inconclusive,BX0102,Melrose,Mlrs,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),0
1120,1121,"21-21 46th street, astoria, ny 11105  11105",11105,40.771496,-73.900692,Northwest Queens,Inconclusive,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1121,1122,"71-01 35th avenue apt 1, jackson heights, ny 11372  11372",11372,40.750966,-73.894832,West Queens,No Claim,QN0301,Jackson Heights,JcksnHts,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),0
1122,1123,"71 west 71st street apt 5, new york, ny 10023 10023",10023,40.776669,-73.97888,Upper West Side,No Claim,MN0701,Upper West Side-Lincoln Square,UWS_LclnSq,MN07,MN07 Upper West Side (CD 7 Approximation),0
1123,1124,"35-21 79th street, jackson heights, ny 11372  11372",11372,40.750833,-73.88716,West Queens,Pending,QN0301,Jackson Heights,JcksnHts,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),0
1124,1125,"2728 henry hudson parkway apt f31 bronx, ny 10463 10463",10463,40.881756,-73.91614,Kingsbridge and Riverdale,TBD,BX0803,Riverdale-Spuyten Duyvil,Rvrdl,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),0
1125,1126,1734 lafayette avenue apt 1d bronx ny 10473 10473,10473,40.820625,-73.866813,Southeast Bronx,No Claim,BX0902,Soundview-Clason Point,Sdvw_ClsPt,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),0
1126,1127,"37-53 62nd street, woodside, ny 11377  11377",11377,40.747691,-73.901008,West Queens,Inconclusive,QN0203,Woodside,Wdsd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),0
1127,1128,"86-05 forest parkway, woodhaven, ny 114211  11421",11421,40.693508,-73.861005,Southwest Queens,Inconclusive,QN0905,Woodhaven,Wdhvn,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),0
1128,1129,"2325 37th st apt 3, astoria, ny 11105 11105",11105,40.771421,-73.910208,Northwest Queens,Inconclusive,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1129,1130,"32-23 30th st apt l4, astoria, ny 11106 11106",11106,40.761529,-73.926571,Northwest Queens,Inconclusive,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1130,1131,"27 woodbine street, brooklyn, ny, 11221 11221",11221,40.689538,-73.919975,Bushwick and Williamsburg,No Claim,BK0402,Bushwick (East),Bshwck_E,BK04,BK04 Bushwick (CD 4 Equivalent),0
1131,1132,"77 central avenue, brooklyn, ny, 11206 11206",11206,40.701067,-73.93,Bushwick and Williamsburg,Pending,BK0401,Bushwick (West),Bshwck_W,BK04,BK04 Bushwick (CD 4 Equivalent),0
1132,1133,"190 beach 69th st, arverne, ny 11692  11692",11692,40.58968,-73.797637,Rockaways,No Claim,QN1402,Rockaway Beach-Arverne-Edgemere,RckwyBch,QN14,QN14 The Rockaways (CD 14 Approximation),0
1133,1134,"400 argyle road, brooklyn, ny, 11218 11218",11218,40.639091,-73.966152,Borough Park,Inconclusive,BK1402,Flatbush (West)-Ditmas Park-Parkville,Fltbsh_W,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
1134,1135,"61 east 17th street, brooklyn, ny, 11226 11226",11226,40.649682,-73.963743,Flatbush,Inconclusive,BK1402,Flatbush (West)-Ditmas Park-Parkville,Fltbsh_W,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
1135,1136,"153-30 89th ave, jamaica, ny 11432  11432",11432,40.705399,-73.802423,Jamaica,No Claim,QN1201,Jamaica,Jmca,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),0
1136,1137,"57-17 shore front pky, arverne, ny 11692 11692",11692,40.591742,-73.787222,Rockaways,No Claim,QN1402,Rockaway Beach-Arverne-Edgemere,RckwyBch,QN14,QN14 The Rockaways (CD 14 Approximation),0
1137,1138,"8750 167th st, jamaica, ny 11432  11432",11432,40.709976,-73.796247,Jamaica,Inconclusive,QN0805,Jamaica Hills-Briarwood,JmcaHls,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),0
1138,1139,"2325 37th st apt 3, astoria, ny 11105 11105",11105,40.771421,-73.910208,Northwest Queens,Inconclusive,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1139,1140,"14219 barclay ave apt 5k, flushing, ny 11355 11355",11355,40.758973,-73.824953,North Queens,Inconclusive,QN0707,Flushing-Willets Point,Flshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
1140,1141,"493 12th street, brooklyn, ny, 11215 11215",11215,40.663666,-73.979537,Northwest Brooklyn,Inconclusive,BK0602,Park Slope,PkSlp,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),0
1141,1142,"743 park avenue, brooklyn, ny, 11206 11206",11206,40.698194,-73.94597,Bushwick and Williamsburg,Inconclusive,BK0301,Bedford-Stuyvesant (West),BdSty_W,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),0
1142,1143,"35-45 81st st apt d3, jackson heights, ny 11372 11372",11372,40.750508,-73.885136,West Queens,Inconclusive,QN0301,Jackson Heights,JcksnHts,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),0
1143,1144,"209 dyckman st apt 2a new york, ny 10040 10040",10040,40.865198,-73.926707,Inwood and Washington Heights,Inconclusive,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1144,1145,395 fort washington avenue apt 25 ny ny 10033 10033,10033,40.84846,-73.939448,Inwood and Washington Heights,Inconclusive,MN1202,Washington Heights (North),WshHts_N,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1145,1146,451 west 166th street apt 2d ny ny 10032 10032,10032,40.838088,-73.936568,Inwood and Washington Heights,Inconclusive,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1146,1147,145 seaman avenue apt 6q ny ny  10034 10034,10034,40.868839,-73.92235,Inwood and Washington Heights,No Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1147,1148,"110-48 70th avenue apt 4d, forest hills, ny 11375  11375",11375,40.723981,-73.840459,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
1148,1149,"28-16 21st street apt 202, astoria, ny 11102  11102",11102,40.770771,-73.927397,Northwest Queens,No Claim,QN0102,Old Astoria-Hallets Point,OldAstr,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1149,1150,"139-18 34 road apt 2a, flushing, ny 11354 2-3-22 11354",11354,40.766091,-73.828432,North Queens,No Claim,QN0707,Flushing-Willets Point,Flshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
1150,1151,"86-35 myrtle avenue apt b2, ridgewood, ny 11385 2-3-22 11385",11385,40.703484,-73.861502,West Central Queens,No Claim,QN0503,Glendale,Glndl,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
1151,1152,"177-20 leslie road apt 1, jamaica, ny 11434 2-3-22 11434",11434,40.682507,-73.765643,Jamaica,TBD,QN1205,St. Albans,StAlbns,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),0
1152,1153,"31-35 crescent street apt 4c, astoria, ny 11106 11106",11106,40.764564,-73.926659,Northwest Queens,Inconclusive,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1153,1154,247 wadsworth avenue apt 5n ny ny 10033 10033,10033,40.852624,-73.932762,Inwood and Washington Heights,Inconclusive,MN1202,Washington Heights (North),WshHts_N,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1154,1155,280 west 117th street apt 3a ny ny  10026 10026,10026,40.804771,-73.954558,Central Harlem,Inconclusive,MN1001,Harlem (South),Hrlm_S,MN10,MN10 Harlem (CD 10 Equivalent),0
1155,1156,"110-48 70th avenue apt 4d, forest hills, ny 11375  11375",11375,40.723981,-73.840459,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
1156,1157,"84-21 lander street apt 1f, jamaica, ny 11435  11435",11435,40.713065,-73.815405,Jamaica,Inconclusive,QN0805,Jamaica Hills-Briarwood,JmcaHls,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),0
1157,1158,"2600 netherland avenue, bronx, ny, 10463  10463",10463,40.878723,-73.914488,Kingsbridge and Riverdale,No Claim,BX0803,Riverdale-Spuyten Duyvil,Rvrdl,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),0
